train_id,date,day_of_week,origin_station,destination_station,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,current_delay_min,distance_km,weather,congestion_level,hour_of_day,is_weekend,is_holiday,future_delay_min,future_delay_hms
T107,2024-02-08,Thursday,Howrah,Bardhaman,19:00,20:30,19:00,21:07,0.0,95,Clear,High,19,False,False,37.3,0h 37m 18s
T107,2024-02-08,Thursday,Bardhaman,Durgapur,20:30,21:20,21:07,22:19,37.3,55,Clear,Medium,20,False,False,59.6,0h 59m 36s
T107,2024-02-08,Thursday,Durgapur,Asansol,21:20,22:00,22:19,23:10,59.6,40,Clear,Low,21,False,False,70.1,1h 10m 6s
T107,2024-02-08,Thursday,Asansol,Dhanbad,22:00,23:00,23:10,00:31,70.1,60,Rain,Low,22,False,False,91.1,1h 31m 6s
T100,2024-02-09,Friday,Howrah,Bardhaman,05:00,06:30,05:00,06:42,0.0,95,Clear,Low,5,False,False,12.7,0h 12m 42s
T100,2024-02-09,Friday,Bardhaman,Durgapur,06:30,07:20,06:42,07:55,12.7,55,Fog,Low,6,False,False,35.1,0h 35m 6s
T100,2024-02-09,Friday,Durgapur,Asansol,07:20,08:00,07:55,09:22,35.1,40,Fog,High,7,False,False,82.1,1h 22m 6s
T100,2024-02-09,Friday,Asansol,Dhanbad,08:00,09:00,09:22,10:45,82.1,60,Clear,High,8,False,False,105.4,1h 45m 24s
T101,2024-02-09,Friday,Howrah,Bardhaman,07:00,08:30,07:00,08:46,0.0,95,Clear,High,7,False,False,16.8,0h 16m 48s
T101,2024-02-09,Friday,Bardhaman,Durgapur,08:30,09:20,08:46,09:56,16.8,55,Clear,High,8,False,False,36.3,0h 36m 18s
T101,2024-02-09,Friday,Durgapur,Asansol,09:20,10:00,09:56,10:57,36.3,40,Clear,High,9,False,False,57.4,0h 57m 24s
T101,2024-02-09,Friday,Asansol,Dhanbad,10:00,11:00,10:57,12:01,57.4,60,Clear,Low,10,False,False,61.9,1h 1m 54s
T102,2024-02-09,Friday,Howrah,Bardhaman,09:00,10:30,09:00,11:12,0.0,95,Fog,High,9,False,False,42.5,0h 42m 30s
T102,2024-02-09,Friday,Bardhaman,Durgapur,10:30,11:20,11:12,12:15,42.5,55,Clear,Medium,10,False,False,55.8,0h 55m 48s
T102,2024-02-09,Friday,Durgapur,Asansol,11:20,12:00,12:15,13:07,55.8,40,Clear,Low,11,False,False,67.1,1h 7m 6s
T102,2024-02-09,Friday,Asansol,Dhanbad,12:00,13:00,13:07,14:16,67.1,60,Fog,Low,12,False,False,76.2,1h 16m 12s
T103,2024-02-09,Friday,Howrah,Bardhaman,11:00,12:30,11:00,13:15,0.0,95,Rain,Medium,11,False,False,45.2,0h 45m 12s
T103,2024-02-09,Friday,Bardhaman,Durgapur,12:30,13:20,13:15,14:25,45.2,55,Clear,Medium,12,False,False,65.3,1h 5m 18s
T103,2024-02-09,Friday,Durgapur,Asansol,13:20,14:00,14:25,15:21,65.3,40,Clear,Low,13,False,False,81.8,1h 21m 48s
T103,2024-02-09,Friday,Asansol,Dhanbad,14:00,15:00,15:21,16:49,81.8,60,Clear,Medium,14,False,False,109.2,1h 49m 12s
T104,2024-02-09,Friday,Howrah,Bardhaman,13:00,14:30,13:00,14:43,0.0,95,Clear,High,13,False,False,13.8,0h 13m 48s
T104,2024-02-09,Friday,Bardhaman,Durgapur,14:30,15:20,14:43,15:35,13.8,55,Clear,Low,14,False,False,15.5,0h 15m 30s
T104,2024-02-09,Friday,Durgapur,Asansol,15:20,16:00,15:35,16:25,15.5,40,Clear,Medium,15,False,False,25.6,0h 25m 36s
T104,2024-02-09,Friday,Asansol,Dhanbad,16:00,17:00,16:25,17:27,25.6,60,Clear,Low,16,False,False,27.3,0h 27m 18s
T105,2024-02-09,Friday,Howrah,Bardhaman,15:00,16:30,15:00,16:41,0.0,95,Clear,Low,15,False,False,11.3,0h 11m 18s
T105,2024-02-09,Friday,Bardhaman,Durgapur,16:30,17:20,16:41,17:49,11.3,55,Rain,Medium,16,False,False,29.2,0h 29m 12s
T105,2024-02-09,Friday,Durgapur,Asansol,17:20,18:00,17:49,18:42,29.2,40,Clear,Medium,17,False,False,42.8,0h 42m 48s
T105,2024-02-09,Friday,Asansol,Dhanbad,18:00,19:00,18:42,20:14,42.8,60,Clear,High,18,False,False,74.2,1h 14m 12s
T106,2024-02-09,Friday,Howrah,Bardhaman,17:00,18:30,17:00,18:48,0.0,95,Clear,High,17,False,False,18.3,0h 18m 18s
T106,2024-02-09,Friday,Bardhaman,Durgapur,18:30,19:20,18:48,19:52,18.3,55,Clear,High,18,False,False,32.6,0h 32m 36s
T106,2024-02-09,Friday,Durgapur,Asansol,19:20,20:00,19:52,21:18,32.6,40,Clear,High,19,False,False,78.6,1h 18m 36s
T106,2024-02-09,Friday,Asansol,Dhanbad,20:00,21:00,21:18,22:36,78.6,60,Clear,Low,20,False,False,96.1,1h 36m 6s
T107,2024-02-09,Friday,Howrah,Bardhaman,19:00,20:30,19:00,21:10,0.0,95,Fog,Medium,19,False,False,40.3,0h 40m 18s
T107,2024-02-09,Friday,Bardhaman,Durgapur,20:30,21:20,21:10,22:17,40.3,55,Clear,Low,20,False,False,57.4,0h 57m 24s
T107,2024-02-09,Friday,Durgapur,Asansol,21:20,22:00,22:17,23:21,57.4,40,Clear,Medium,21,False,False,81.9,1h 21m 54s
T107,2024-02-09,Friday,Asansol,Dhanbad,22:00,23:00,23:21,00:35,81.9,60,Clear,Low,22,False,False,95.2,1h 35m 12s
T100,2024-02-10,Saturday,Howrah,Bardhaman,05:00,06:30,05:00,06:34,0.0,95,Clear,Low,5,True,False,4.2,0h 4m 12s
T100,2024-02-10,Saturday,Bardhaman,Durgapur,06:30,07:20,06:34,07:41,4.2,55,Clear,High,6,True,False,21.5,0h 21m 30s
T100,2024-02-10,Saturday,Durgapur,Asansol,07:20,08:00,07:41,08:49,21.5,40,Clear,High,7,True,False,49.3,0h 49m 18s
T100,2024-02-10,Saturday,Asansol,Dhanbad,08:00,09:00,08:49,10:09,49.3,60,Clear,Medium,8,True,False,69.5,1h 9m 30s
T101,2024-02-10,Saturday,Howrah,Bardhaman,07:00,08:30,07:00,08:35,0.0,95,Clear,Low,7,True,False,5.2,0h 5m 12s
T101,2024-02-10,Saturday,Bardhaman,Durgapur,08:30,09:20,08:35,09:29,5.2,55,Clear,Low,8,True,False,9.0,0h 9m 0s
T101,2024-02-10,Saturday,Durgapur,Asansol,09:20,10:00,09:29,10:09,9.0,40,Clear,Low,9,True,False,9.0,0h 9m 0s
T101,2024-02-10,Saturday,Asansol,Dhanbad,10:00,11:00,10:09,11:10,9.0,60,Clear,Medium,10,True,False,10.1,0h 10m 6s
T102,2024-02-10,Saturday,Howrah,Bardhaman,09:00,10:30,09:00,10:52,0.0,95,Rain,Medium,9,True,False,22.2,0h 22m 12s
T102,2024-02-10,Saturday,Bardhaman,Durgapur,10:30,11:20,10:52,11:56,22.2,55,Clear,Medium,10,True,False,36.5,0h 36m 30s
T102,2024-02-10,Saturday,Durgapur,Asansol,11:20,12:00,11:56,12:52,36.5,40,Clear,Medium,11,True,False,52.7,0h 52m 42s
T102,2024-02-10,Saturday,Asansol,Dhanbad,12:00,13:00,12:52,14:25,52.7,60,Clear,High,12,True,False,85.7,1h 25m 42s
T103,2024-02-10,Saturday,Howrah,Bardhaman,11:00,12:30,11:00,13:15,0.0,95,Rain,High,11,True,False,45.7,0h 45m 42s
T103,2024-02-10,Saturday,Bardhaman,Durgapur,12:30,13:20,13:15,14:26,45.7,55,Clear,Medium,12,True,False,66.1,1h 6m 6s
T103,2024-02-10,Saturday,Durgapur,Asansol,13:20,14:00,14:26,15:25,66.1,40,Clear,Medium,13,True,False,85.6,1h 25m 36s
T103,2024-02-10,Saturday,Asansol,Dhanbad,14:00,15:00,15:25,16:44,85.6,60,Clear,Low,14,True,False,104.4,1h 44m 24s
T104,2024-02-10,Saturday,Howrah,Bardhaman,13:00,14:30,13:00,14:31,0.0,95,Clear,Medium,13,True,False,1.5,0h 1m 30s
T104,2024-02-10,Saturday,Bardhaman,Durgapur,14:30,15:20,14:31,15:31,1.5,55,Clear,High,14,True,False,11.1,0h 11m 6s
T104,2024-02-10,Saturday,Durgapur,Asansol,15:20,16:00,15:31,16:11,11.1,40,Clear,Low,15,True,False,11.3,0h 11m 18s
T104,2024-02-10,Saturday,Asansol,Dhanbad,16:00,17:00,16:11,17:11,11.3,60,Rain,High,16,True,False,11.9,0h 11m 54s
T105,2024-02-10,Saturday,Howrah,Bardhaman,15:00,16:30,15:00,16:34,0.0,95,Clear,Medium,15,True,False,4.4,0h 4m 24s
T105,2024-02-10,Saturday,Bardhaman,Durgapur,16:30,17:20,16:34,17:53,4.4,55,Rain,High,16,True,False,33.5,0h 33m 30s
T105,2024-02-10,Saturday,Durgapur,Asansol,17:20,18:00,17:53,18:33,33.5,40,Clear,Low,17,True,False,33.5,0h 33m 30s
T105,2024-02-10,Saturday,Asansol,Dhanbad,18:00,19:00,18:33,19:39,33.5,60,Clear,Medium,18,True,False,39.4,0h 39m 24s
T106,2024-02-10,Saturday,Howrah,Bardhaman,17:00,18:30,17:00,18:57,0.0,95,Clear,High,17,True,False,27.2,0h 27m 12s
T106,2024-02-10,Saturday,Bardhaman,Durgapur,18:30,19:20,18:57,20:07,27.2,55,Clear,Medium,18,True,False,47.9,0h 47m 54s
T106,2024-02-10,Saturday,Durgapur,Asansol,19:20,20:00,20:07,21:36,47.9,40,Rain,High,19,True,False,96.9,1h 36m 54s
T106,2024-02-10,Saturday,Asansol,Dhanbad,20:00,21:00,21:36,22:49,96.9,60,Clear,Low,20,True,False,109.6,1h 49m 36s
T107,2024-02-10,Saturday,Howrah,Bardhaman,19:00,20:30,19:00,20:35,0.0,95,Rain,Medium,19,True,False,5.7,0h 5m 42s
T107,2024-02-10,Saturday,Bardhaman,Durgapur,20:30,21:20,20:35,21:44,5.7,55,Rain,Low,20,True,False,24.8,0h 24m 48s
T107,2024-02-10,Saturday,Durgapur,Asansol,21:20,22:00,21:44,22:41,24.8,40,Fog,Low,21,True,False,41.7,0h 41m 42s
T107,2024-02-10,Saturday,Asansol,Dhanbad,22:00,23:00,22:41,23:47,41.7,60,Clear,Low,22,True,False,47.5,0h 47m 30s
T100,2024-02-11,Sunday,Howrah,Bardhaman,05:00,06:30,05:00,06:34,0.0,95,Clear,Low,5,True,False,4.7,0h 4m 42s
T100,2024-02-11,Sunday,Bardhaman,Durgapur,06:30,07:20,06:34,07:30,4.7,55,Clear,Low,6,True,False,10.9,0h 10m 54s
T100,2024-02-11,Sunday,Durgapur,Asansol,07:20,08:00,07:30,08:32,10.9,40,Rain,Low,7,True,False,32.8,0h 32m 48s
T100,2024-02-11,Sunday,Asansol,Dhanbad,08:00,09:00,08:32,09:37,32.8,60,Clear,Low,8,True,False,37.7,0h 37m 42s
T101,2024-02-11,Sunday,Howrah,Bardhaman,07:00,08:30,07:00,08:37,0.0,95,Clear,Medium,7,True,False,7.5,0h 7m 30s
T101,2024-02-11,Sunday,Bardhaman,Durgapur,08:30,09:20,08:37,09:27,7.5,55,Clear,Low,8,True,False,7.5,0h 7m 30s
T101,2024-02-11,Sunday,Durgapur,Asansol,09:20,10:00,09:27,10:25,7.5,40,Fog,Low,9,True,False,25.5,0h 25m 30s
T101,2024-02-11,Sunday,Asansol,Dhanbad,10:00,11:00,10:25,11:33,25.5,60,Clear,Medium,10,True,False,33.9,0h 33m 54s
T102,2024-02-11,Sunday,Howrah,Bardhaman,09:00,10:30,09:00,11:03,0.0,95,Clear,High,9,True,False,33.8,0h 33m 48s
T102,2024-02-11,Sunday,Bardhaman,Durgapur,10:30,11:20,11:03,12:04,33.8,55,Clear,Low,10,True,False,44.5,0h 44m 30s
T102,2024-02-11,Sunday,Durgapur,Asansol,11:20,12:00,12:04,12:51,44.5,40,Clear,Low,11,True,False,51.3,0h 51m 18s
T102,2024-02-11,Sunday,Asansol,Dhanbad,12:00,13:00,12:51,13:59,51.3,60,Clear,Low,12,True,False,59.3,0h 59m 18s
T103,2024-02-11,Sunday,Howrah,Bardhaman,11:00,12:30,11:00,12:47,0.0,95,Clear,Low,11,True,False,17.3,0h 17m 18s
T103,2024-02-11,Sunday,Bardhaman,Durgapur,12:30,13:20,12:47,14:05,17.3,55,Rain,Medium,12,True,False,45.1,0h 45m 6s
T103,2024-02-11,Sunday,Durgapur,Asansol,13:20,14:00,14:05,15:07,45.1,40,Clear,Medium,13,True,False,67.3,1h 7m 18s
T103,2024-02-11,Sunday,Asansol,Dhanbad,14:00,15:00,15:07,16:31,67.3,60,Rain,Low,14,True,False,91.3,1h 31m 18s
T104,2024-02-11,Sunday,Howrah,Bardhaman,13:00,14:30,13:00,14:30,0.0,95,Clear,Low,13,True,False,0.0,0h 0m 0s
T104,2024-02-11,Sunday,Bardhaman,Durgapur,14:30,15:20,14:30,15:29,0.0,55,Fog,Low,14,True,False,9.5,0h 9m 30s
T104,2024-02-11,Sunday,Durgapur,Asansol,15:20,16:00,15:29,16:13,9.5,40,Clear,Medium,15,True,False,13.3,0h 13m 18s
T104,2024-02-11,Sunday,Asansol,Dhanbad,16:00,17:00,16:13,17:16,13.3,60,Clear,Medium,16,True,False,16.6,0h 16m 36s
T105,2024-02-11,Sunday,Howrah,Bardhaman,15:00,16:30,15:00,16:40,0.0,95,Clear,Medium,15,True,False,10.5,0h 10m 30s
T105,2024-02-11,Sunday,Bardhaman,Durgapur,16:30,17:20,16:40,17:42,10.5,55,Clear,Medium,16,True,False,22.3,0h 22m 18s
T105,2024-02-11,Sunday,Durgapur,Asansol,17:20,18:00,17:42,18:22,22.3,40,Clear,Low,17,True,False,22.3,0h 22m 18s
T105,2024-02-11,Sunday,Asansol,Dhanbad,18:00,19:00,18:22,19:32,22.3,60,Clear,Medium,18,True,False,32.5,0h 32m 30s
T106,2024-02-11,Sunday,Howrah,Bardhaman,17:00,18:30,17:00,19:04,0.0,95,Clear,High,17,True,False,34.9,0h 34m 54s
T106,2024-02-11,Sunday,Bardhaman,Durgapur,18:30,19:20,19:04,20:05,34.9,55,Clear,Low,18,True,False,45.4,0h 45m 24s
T106,2024-02-11,Sunday,Durgapur,Asansol,19:20,20:00,20:05,20:57,45.4,40,Clear,Low,19,True,False,57.1,0h 57m 6s
T106,2024-02-11,Sunday,Asansol,Dhanbad,20:00,21:00,20:57,22:13,57.1,60,Clear,Low,20,True,False,73.2,1h 13m 12s
T107,2024-02-11,Sunday,Howrah,Bardhaman,19:00,20:30,19:00,20:45,0.0,95,Rain,Medium,19,True,False,15.4,0h 15m 24s
T107,2024-02-11,Sunday,Bardhaman,Durgapur,20:30,21:20,20:45,22:06,15.4,55,Fog,Medium,20,True,False,46.2,0h 46m 12s
T107,2024-02-11,Sunday,Durgapur,Asansol,21:20,22:00,22:06,22:54,46.2,40,Clear,Low,21,True,False,54.7,0h 54m 42s
T107,2024-02-11,Sunday,Asansol,Dhanbad,22:00,23:00,22:54,00:33,54.7,60,Clear,High,22,True,False,93.2,1h 33m 12s
T100,2024-02-12,Monday,Howrah,Bardhaman,05:00,06:30,05:00,06:57,0.0,95,Rain,Medium,5,False,False,27.9,0h 27m 54s
T100,2024-02-12,Monday,Bardhaman,Durgapur,06:30,07:20,06:57,07:53,27.9,55,Clear,Low,6,False,False,33.3,0h 33m 18s
T100,2024-02-12,Monday,Durgapur,Asansol,07:20,08:00,07:53,08:42,33.3,40,Clear,Low,7,False,False,42.0,0h 42m 0s
T100,2024-02-12,Monday,Asansol,Dhanbad,08:00,09:00,08:42,10:26,42.0,60,Clear,High,8,False,False,86.6,1h 26m 36s
T101,2024-02-12,Monday,Howrah,Bardhaman,07:00,08:30,07:00,09:01,0.0,95,Rain,Medium,7,False,False,31.5,0h 31m 30s
T101,2024-02-12,Monday,Bardhaman,Durgapur,08:30,09:20,09:01,10:04,31.5,55,Clear,High,8,False,False,44.4,0h 44m 24s
T101,2024-02-12,Monday,Durgapur,Asansol,09:20,10:00,10:04,11:01,44.4,40,Clear,High,9,False,False,61.0,1h 1m 0s
T101,2024-02-12,Monday,Asansol,Dhanbad,10:00,11:00,11:01,12:08,61.0,60,Rain,Low,10,False,False,68.9,1h 8m 54s
T102,2024-02-12,Monday,Howrah,Bardhaman,09:00,10:30,09:00,11:12,0.0,95,Rain,High,9,False,False,42.5,0h 42m 30s
T102,2024-02-12,Monday,Bardhaman,Durgapur,10:30,11:20,11:12,12:23,42.5,55,Rain,Low,10,False,False,63.8,1h 3m 48s
T102,2024-02-12,Monday,Durgapur,Asansol,11:20,12:00,12:23,13:13,63.8,40,Clear,Low,11,False,False,73.7,1h 13m 42s
T102,2024-02-12,Monday,Asansol,Dhanbad,12:00,13:00,13:13,14:49,73.7,60,Rain,High,12,False,False,109.5,1h 49m 30s
T103,2024-02-12,Monday,Howrah,Bardhaman,11:00,12:30,11:00,12:45,0.0,95,Clear,Low,11,False,False,15.8,0h 15m 48s
T103,2024-02-12,Monday,Bardhaman,Durgapur,12:30,13:20,12:45,14:04,15.8,55,Clear,Medium,12,False,False,44.0,0h 44m 0s
T103,2024-02-12,Monday,Durgapur,Asansol,13:20,14:00,14:04,14:57,44.0,40,Clear,Low,13,False,False,57.0,0h 57m 0s
T103,2024-02-12,Monday,Asansol,Dhanbad,14:00,15:00,14:57,16:17,57.0,60,Clear,Medium,14,False,False,77.1,1h 17m 6s
T104,2024-02-12,Monday,Howrah,Bardhaman,13:00,14:30,13:00,14:34,0.0,95,Clear,Low,13,False,False,4.5,0h 4m 30s
T104,2024-02-12,Monday,Bardhaman,Durgapur,14:30,15:20,14:34,15:34,4.5,55,Clear,Medium,14,False,False,14.4,0h 14m 24s
T104,2024-02-12,Monday,Durgapur,Asansol,15:20,16:00,15:34,16:21,14.4,40,Clear,Medium,15,False,False,21.6,0h 21m 36s
T104,2024-02-12,Monday,Asansol,Dhanbad,16:00,17:00,16:21,17:26,21.6,60,Clear,Low,16,False,False,26.8,0h 26m 48s
T105,2024-02-12,Monday,Howrah,Bardhaman,15:00,16:30,15:00,16:43,0.0,95,Fog,Low,15,False,False,13.3,0h 13m 18s
T105,2024-02-12,Monday,Bardhaman,Durgapur,16:30,17:20,16:43,17:55,13.3,55,Clear,Medium,16,False,False,35.8,0h 35m 48s
T105,2024-02-12,Monday,Durgapur,Asansol,17:20,18:00,17:55,18:54,35.8,40,Clear,High,17,False,False,54.7,0h 54m 42s
T105,2024-02-12,Monday,Asansol,Dhanbad,18:00,19:00,18:54,20:04,54.7,60,Clear,Medium,18,False,False,64.9,1h 4m 54s
T106,2024-02-12,Monday,Howrah,Bardhaman,17:00,18:30,17:00,19:01,0.0,95,Clear,High,17,False,False,31.1,0h 31m 6s
T106,2024-02-12,Monday,Bardhaman,Durgapur,18:30,19:20,19:01,20:43,31.1,55,Clear,High,18,False,False,83.5,1h 23m 30s
T106,2024-02-12,Monday,Durgapur,Asansol,19:20,20:00,20:43,22:00,83.5,40,Clear,High,19,False,False,120.7,2h 0m 42s
T106,2024-02-12,Monday,Asansol,Dhanbad,20:00,21:00,22:00,23:55,120.7,60,Fog,High,20,False,False,175.5,2h 55m 30s
T107,2024-02-12,Monday,Howrah,Bardhaman,19:00,20:30,19:00,21:03,0.0,95,Clear,High,19,False,False,33.4,0h 33m 24s
T107,2024-02-12,Monday,Bardhaman,Durgapur,20:30,21:20,21:03,22:03,33.4,55,Clear,Medium,20,False,False,43.3,0h 43m 18s
T107,2024-02-12,Monday,Durgapur,Asansol,21:20,22:00,22:03,22:58,43.3,40,Clear,Medium,21,False,False,58.3,0h 58m 18s
T107,2024-02-12,Monday,Asansol,Dhanbad,22:00,23:00,22:58,01:00,58.3,60,Fog,High,22,False,False,120.6,2h 0m 36s
T100,2024-02-13,Tuesday,Howrah,Bardhaman,05:00,06:30,05:00,07:48,0.0,95,Fog,High,5,False,False,78.5,1h 18m 30s
T100,2024-02-13,Tuesday,Bardhaman,Durgapur,06:30,07:20,07:48,08:54,78.5,55,Clear,Medium,6,False,False,94.1,1h 34m 6s
T100,2024-02-13,Tuesday,Durgapur,Asansol,07:20,08:00,08:54,09:51,94.1,40,Clear,High,7,False,False,111.2,1h 51m 12s
T100,2024-02-13,Tuesday,Asansol,Dhanbad,08:00,09:00,09:51,11:22,111.2,60,Fog,Medium,8,False,False,142.3,2h 22m 18s
T101,2024-02-13,Tuesday,Howrah,Bardhaman,07:00,08:30,07:00,09:01,0.0,95,Clear,High,7,False,False,31.4,0h 31m 24s
T101,2024-02-13,Tuesday,Bardhaman,Durgapur,08:30,09:20,09:01,10:02,31.4,55,Clear,High,8,False,False,42.5,0h 42m 30s
T101,2024-02-13,Tuesday,Durgapur,Asansol,09:20,10:00,10:02,11:04,42.5,40,Clear,High,9,False,False,64.4,1h 4m 24s
T101,2024-02-13,Tuesday,Asansol,Dhanbad,10:00,11:00,11:04,12:12,64.4,60,Rain,Low,10,False,False,72.6,1h 12m 36s
T102,2024-02-13,Tuesday,Howrah,Bardhaman,09:00,10:30,09:00,11:08,0.0,95,Clear,High,9,False,False,38.1,0h 38m 6s
T102,2024-02-13,Tuesday,Bardhaman,Durgapur,10:30,11:20,11:08,12:14,38.1,55,Fog,Low,10,False,False,54.4,0h 54m 24s
T102,2024-02-13,Tuesday,Durgapur,Asansol,11:20,12:00,12:14,13:26,54.4,40,Fog,Medium,11,False,False,86.0,1h 26m 0s
T102,2024-02-13,Tuesday,Asansol,Dhanbad,12:00,13:00,13:26,15:00,86.0,60,Rain,Medium,12,False,False,120.5,2h 0m 30s
T103,2024-02-13,Tuesday,Howrah,Bardhaman,11:00,12:30,11:00,12:47,0.0,95,Clear,Low,11,False,False,17.6,0h 17m 36s
T103,2024-02-13,Tuesday,Bardhaman,Durgapur,12:30,13:20,12:47,13:51,17.6,55,Clear,Low,12,False,False,31.8,0h 31m 48s
T103,2024-02-13,Tuesday,Durgapur,Asansol,13:20,14:00,13:51,14:50,31.8,40,Clear,Low,13,False,False,50.9,0h 50m 54s
T103,2024-02-13,Tuesday,Asansol,Dhanbad,14:00,15:00,14:50,16:39,50.9,60,Fog,Low,14,False,False,99.6,1h 39m 36s
T104,2024-02-13,Tuesday,Howrah,Bardhaman,13:00,14:30,13:00,14:41,0.0,95,Rain,High,13,False,False,11.6,0h 11m 36s
T104,2024-02-13,Tuesday,Bardhaman,Durgapur,14:30,15:20,14:41,15:44,11.6,55,Fog,Low,14,False,False,24.7,0h 24m 42s
T104,2024-02-13,Tuesday,Durgapur,Asansol,15:20,16:00,15:44,16:29,24.7,40,Clear,Low,15,False,False,29.6,0h 29m 36s
T104,2024-02-13,Tuesday,Asansol,Dhanbad,16:00,17:00,16:29,17:37,29.6,60,Fog,Low,16,False,False,37.6,0h 37m 36s
T105,2024-02-13,Tuesday,Howrah,Bardhaman,15:00,16:30,15:00,17:03,0.0,95,Fog,Medium,15,False,False,33.1,0h 33m 6s
T105,2024-02-13,Tuesday,Bardhaman,Durgapur,16:30,17:20,17:03,18:19,33.1,55,Clear,High,16,False,False,60.0,1h 0m 0s
T105,2024-02-13,Tuesday,Durgapur,Asansol,17:20,18:00,18:19,19:06,60.0,40,Clear,Medium,17,False,False,67.0,1h 7m 0s
T105,2024-02-13,Tuesday,Asansol,Dhanbad,18:00,19:00,19:06,20:25,67.0,60,Clear,High,18,False,False,85.6,1h 25m 36s
T106,2024-02-13,Tuesday,Howrah,Bardhaman,17:00,18:30,17:00,19:12,0.0,95,Fog,Medium,17,False,False,42.5,0h 42m 30s
T106,2024-02-13,Tuesday,Bardhaman,Durgapur,18:30,19:20,19:12,20:30,42.5,55,Clear,Medium,18,False,False,70.7,1h 10m 42s
T106,2024-02-13,Tuesday,Durgapur,Asansol,19:20,20:00,20:30,21:47,70.7,40,Clear,High,19,False,False,107.2,1h 47m 12s
T106,2024-02-13,Tuesday,Asansol,Dhanbad,20:00,21:00,21:47,23:13,107.2,60,Clear,Medium,20,False,False,133.2,2h 13m 12s
T107,2024-02-13,Tuesday,Howrah,Bardhaman,19:00,20:30,19:00,21:16,0.0,95,Rain,High,19,False,False,46.9,0h 46m 54s
T107,2024-02-13,Tuesday,Bardhaman,Durgapur,20:30,21:20,21:16,22:19,46.9,55,Clear,Low,20,False,False,59.4,0h 59m 24s
T107,2024-02-13,Tuesday,Durgapur,Asansol,21:20,22:00,22:19,23:29,59.4,40,Fog,Low,21,False,False,89.2,1h 29m 12s
T107,2024-02-13,Tuesday,Asansol,Dhanbad,22:00,23:00,23:29,00:50,89.2,60,Rain,Low,22,False,False,110.2,1h 50m 12s
T100,2024-02-14,Wednesday,Howrah,Bardhaman,05:00,06:30,05:00,07:18,0.0,95,Clear,High,5,False,True,48.5,0h 48m 30s
T100,2024-02-14,Wednesday,Bardhaman,Durgapur,06:30,07:20,07:18,09:13,48.5,55,Clear,High,6,False,True,113.5,1h 53m 30s
T100,2024-02-14,Wednesday,Durgapur,Asansol,07:20,08:00,09:13,10:43,113.5,40,Fog,Medium,7,False,True,163.5,2h 43m 30s
T100,2024-02-14,Wednesday,Asansol,Dhanbad,08:00,09:00,10:43,12:57,163.5,60,Clear,High,8,False,True,237.3,3h 57m 18s
T101,2024-02-14,Wednesday,Howrah,Bardhaman,07:00,08:30,07:00,09:11,0.0,95,Clear,Low,7,False,True,41.5,0h 41m 30s
T101,2024-02-14,Wednesday,Bardhaman,Durgapur,08:30,09:20,09:11,10:19,41.5,55,Clear,Low,8,False,True,59.6,0h 59m 36s
T101,2024-02-14,Wednesday,Durgapur,Asansol,09:20,10:00,10:19,11:36,59.6,40,Clear,High,9,False,True,96.3,1h 36m 18s
T101,2024-02-14,Wednesday,Asansol,Dhanbad,10:00,11:00,11:36,13:22,96.3,60,Clear,Low,10,False,True,142.9,2h 22m 54s
T102,2024-02-14,Wednesday,Howrah,Bardhaman,09:00,10:30,09:00,11:25,0.0,95,Clear,High,9,False,True,55.4,0h 55m 24s
T102,2024-02-14,Wednesday,Bardhaman,Durgapur,10:30,11:20,11:25,12:52,55.4,55,Fog,Low,10,False,True,92.3,1h 32m 18s
T102,2024-02-14,Wednesday,Durgapur,Asansol,11:20,12:00,12:52,14:08,92.3,40,Clear,Low,11,False,True,128.3,2h 8m 18s
T102,2024-02-14,Wednesday,Asansol,Dhanbad,12:00,13:00,14:08,15:31,128.3,60,Clear,Medium,12,False,True,151.6,2h 31m 36s
T103,2024-02-14,Wednesday,Howrah,Bardhaman,11:00,12:30,11:00,13:33,0.0,95,Clear,High,11,False,True,63.1,1h 3m 6s
T103,2024-02-14,Wednesday,Bardhaman,Durgapur,12:30,13:20,13:33,15:45,63.1,55,Fog,Medium,12,False,True,145.7,2h 25m 42s
T103,2024-02-14,Wednesday,Durgapur,Asansol,13:20,14:00,15:45,17:03,145.7,40,Clear,Low,13,False,True,183.0,3h 3m 0s
T103,2024-02-14,Wednesday,Asansol,Dhanbad,14:00,15:00,17:03,18:57,183.0,60,Fog,Low,14,False,True,237.8,3h 57m 48s
T104,2024-02-14,Wednesday,Howrah,Bardhaman,13:00,14:30,13:00,14:58,0.0,95,Clear,Low,13,False,True,28.6,0h 28m 36s
T104,2024-02-14,Wednesday,Bardhaman,Durgapur,14:30,15:20,14:58,16:34,28.6,55,Clear,Low,14,False,True,74.6,1h 14m 36s
T104,2024-02-14,Wednesday,Durgapur,Asansol,15:20,16:00,16:34,18:09,74.6,40,Clear,Low,15,False,True,130.0,2h 10m 0s
T104,2024-02-14,Wednesday,Asansol,Dhanbad,16:00,17:00,18:09,20:06,130.0,60,Rain,Low,16,False,True,186.1,3h 6m 6s
T105,2024-02-14,Wednesday,Howrah,Bardhaman,15:00,16:30,15:00,17:04,0.0,95,Clear,Low,15,False,True,34.7,0h 34m 42s
